passage_id,book,model_key,model_name,s_f1,s_f2,s_f3,s_f4,i_f1,i_f2,i_f3,i_f4,delta_f1,delta_f2,delta_f3,delta_f4
animal_farm_030,animal_farm,qwen,qwen2.5:14b,0.19695,1.0,0.188825,0.606061,0.41125,1.0,0.463233,0.909091,-0.2143,0.0,-0.274408,-0.30303
animal_farm_031,animal_farm,qwen,qwen2.5:14b,0.1909,0.0,0.3818,0.0,0.28595,1.0,0.23148,1.923077,-0.09505,-1.0,0.15032,-1.923077
animal_farm_032,animal_farm,qwen,qwen2.5:14b,0.2981,1.0,0.259343,0.0,0.4561,1.0,0.548,1.960784,-0.158,0.0,-0.288657,-1.960784
animal_farm_033,animal_farm,qwen,qwen2.5:14b,0.1911,1.0,0.478689,2.409639,0.1858,1.0,0.3565,3.0,0.0053,0.0,0.122189,-0.590361
animal_farm_034,animal_farm,qwen,qwen2.5:14b,0.28945,1.0,0.401767,0.0,0.418,1.0,0.6692,0.0,-0.12855,0.0,-0.267433,0.0
animal_farm_035,animal_farm,qwen,qwen2.5:14b,0.17635,1.0,0.127155,0.0,0.436,1.0,0.358825,1.626016,-0.25965,0.0,-0.23167,-1.626016
animal_farm_036,animal_farm,qwen,qwen2.5:14b,0.4847,1.0,0.390089,0.0,0.48875,1.0,0.624375,0.78125,-0.00405,0.0,-0.234286,-0.78125
animal_farm_037,animal_farm,qwen,qwen2.5:14b,0.31845,1.0,0.43964,0.60241,0.49245,1.0,0.7894,0.0,-0.174,0.0,-0.34976,0.60241
animal_farm_038,animal_farm,qwen,qwen2.5:14b,0.4211,1.0,0.3572,0.595238,0.12385,1.0,0.406567,1.904762,0.29725,0.0,-0.049367,-1.309524
animal_farm_039,animal_farm,qwen,qwen2.5:14b,0.34965,1.0,0.35226,0.558659,0.46565,1.0,0.467425,0.847458,-0.116,0.0,-0.115165,-0.288799
animal_farm_040,animal_farm,qwen,qwen2.5:14b,0.4902,1.0,0.49825,0.584795,0.40305,1.0,0.615267,0.0,0.08715,0.0,-0.117017,0.584795
animal_farm_041,animal_farm,qwen,qwen2.5:14b,0.20155,1.0,0.40464,1.923077,0.3849,1.0,0.361567,0.909091,-0.18335,0.0,0.043073,1.013986
animal_farm_042,animal_farm,qwen,qwen2.5:14b,0.46965,1.0,0.438333,0.632911,0.468,1.0,0.46165,0.769231,0.00165,0.0,-0.023317,-0.13632
animal_farm_043,animal_farm,qwen,qwen2.5:14b,0.4762,1.0,0.49616,0.0,0.4913,1.0,0.717367,1.020408,-0.0151,0.0,-0.221207,-1.020408
animal_farm_044,animal_farm,qwen,qwen2.5:14b,0.4158,1.0,0.22798,0.0,0.38075,1.0,0.3705,0.757576,0.03505,0.0,-0.14252,-0.757576
animal_farm_045,animal_farm,qwen,qwen2.5:14b,0.4603,1.0,0.276929,0.613497,0.4876,1.0,0.680725,0.0,-0.0273,0.0,-0.403796,0.613497
animal_farm_046,animal_farm,qwen,qwen2.5:14b,0.4683,1.0,0.23666,1.219512,0.4643,1.0,0.69085,0.917431,0.004,0.0,-0.45419,0.302081
animal_farm_047,animal_farm,qwen,qwen2.5:14b,0.2294,1.0,0.334571,0.0,0.4531,1.0,0.777467,0.0,-0.2237,0.0,-0.442896,0.0
animal_farm_048,animal_farm,qwen,qwen2.5:14b,0.3592,1.0,0.328483,1.818182,0.29295,1.0,0.48165,1.801802,0.06625,0.0,-0.153167,0.01638
animal_farm_049,animal_farm,qwen,qwen2.5:14b,0.4531,1.0,0.29918,0.671141,0.36755,1.0,0.533033,1.626016,0.08555,0.0,-0.233853,-0.954875
fahrenheit_000,fahrenheit,qwen,qwen2.5:14b,0.4662,1.0,0.30654,0.561798,0.44035,1.0,0.473425,2.877698,0.02585,0.0,-0.166885,-2.3159
fahrenheit_001,fahrenheit,qwen,qwen2.5:14b,0.4228,1.0,0.16605,1.129944,0.45845,1.0,0.42535,5.6,-0.03565,0.0,-0.2593,-4.470056
fahrenheit_002,fahrenheit,qwen,qwen2.5:14b,0.44415,1.0,0.106092,1.075269,0.47065,1.0,0.4758,4.347826,-0.0265,0.0,-0.369708,-3.272557
fahrenheit_003,fahrenheit,qwen,qwen2.5:14b,0.04425,1.0,0.242708,2.259887,0.4455,1.0,0.55275,2.4,-0.40125,0.0,-0.310042,-0.140113
fahrenheit_004,fahrenheit,qwen,qwen2.5:14b,0.4729,1.0,0.413967,0.684932,0.31845,1.0,0.2123,4.040404,0.15445,0.0,0.201667,-3.355472
fahrenheit_005,fahrenheit,qwen,qwen2.5:14b,0.38195,1.0,0.186277,1.807229,0.35015,1.0,0.561233,1.123596,0.0318,0.0,-0.374956,0.683633
fahrenheit_006,fahrenheit,qwen,qwen2.5:14b,0.29295,1.0,0.107536,0.537634,0.41355,1.0,0.509975,1.869159,-0.1206,0.0,-0.402439,-1.331525
fahrenheit_007,fahrenheit,qwen,qwen2.5:14b,0.47985,1.0,0.39804,2.205882,0.4559,1.0,0.5377,5.208333,0.02395,0.0,-0.13966,-3.002451
fahrenheit_008,fahrenheit,qwen,qwen2.5:14b,0.4423,1.0,0.144028,0.515464,0.4739,1.0,0.576975,1.626016,-0.0316,0.0,-0.432947,-1.110552
fahrenheit_009,fahrenheit,qwen,qwen2.5:14b,0.3716,1.0,0.375525,1.183432,0.4169,1.0,0.52595,1.639344,-0.0453,0.0,-0.150425,-0.455912
fahrenheit_010,fahrenheit,qwen,qwen2.5:14b,0.28235,1.0,0.4117,0.787402,0.2427,1.0,0.404867,1.869159,0.03965,0.0,0.006833,-1.081757
fahrenheit_011,fahrenheit,qwen,qwen2.5:14b,0.1174,1.0,0.4106,1.875,0.42825,1.0,0.434375,4.237288,-0.31085,0.0,-0.023775,-2.362288
fahrenheit_012,fahrenheit,qwen,qwen2.5:14b,0.4482,1.0,0.109964,0.549451,0.41415,1.0,0.561125,3.355705,0.03405,0.0,-0.451161,-2.806254
fahrenheit_013,fahrenheit,qwen,qwen2.5:14b,0.4781,1.0,0.411827,0.0,0.24695,1.0,0.34915,0.961538,0.23115,0.0,0.062677,-0.961538
fahrenheit_014,fahrenheit,qwen,qwen2.5:14b,0.42405,1.0,0.231443,0.0,0.3243,1.0,0.5724,3.076923,0.09975,0.0,-0.340957,-3.076923
fahrenheit_015,fahrenheit,qwen,qwen2.5:14b,0.46365,1.0,0.42845,1.369863,0.47465,1.0,0.506925,2.459016,-0.011,0.0,-0.078475,-1.089153
fahrenheit_016,fahrenheit,qwen,qwen2.5:14b,0.479,1.0,0.075978,1.826484,0.42525,1.0,0.421433,4.123711,0.05375,0.0,-0.345455,-2.297227
fahrenheit_017,fahrenheit,qwen,qwen2.5:14b,0.2151,1.0,0.244615,1.630435,0.42595,1.0,0.4095,3.174603,-0.21085,0.0,-0.164885,-1.544168
fahrenheit_018,fahrenheit,qwen,qwen2.5:14b,0.45435,1.0,0.281825,0.546448,0.4838,1.0,0.57015,0.680272,-0.02945,0.0,-0.288325,-0.133824
fahrenheit_019,fahrenheit,qwen,qwen2.5:14b,0.4337,1.0,0.253815,0.591716,0.4037,1.0,0.816833,2.884615,0.03,0.0,-0.563018,-2.292899
fahrenheit_020,fahrenheit,qwen,qwen2.5:14b,0.4763,1.0,0.407267,0.0,0.48615,1.0,0.686567,4.0,-0.00985,0.0,-0.2793,-4.0
fahrenheit_021,fahrenheit,qwen,qwen2.5:14b,0.24955,1.0,0.318736,1.5625,0.4158,1.0,0.39915,2.631579,-0.16625,0.0,-0.080414,-1.069079
fahrenheit_022,fahrenheit,qwen,qwen2.5:14b,0.3671,1.0,0.169571,1.449275,0.4017,1.0,0.5689,3.361345,-0.0346,0.0,-0.399329,-1.91207
fahrenheit_023,fahrenheit,qwen,qwen2.5:14b,0.3508,1.0,0.249633,1.234568,0.32985,1.0,0.496,1.492537,0.02095,0.0,-0.246367,-0.257969
fahrenheit_024,fahrenheit,qwen,qwen2.5:14b,0.12405,1.0,0.229833,2.12766,0.32985,1.0,0.2672,2.608696,-0.2058,0.0,-0.037367,-0.481036
fahrenheit_025,fahrenheit,qwen,qwen2.5:14b,0.3286,1.0,0.24165,0.0,0.4037,1.0,0.630567,2.803738,-0.0751,0.0,-0.388917,-2.803738
fahrenheit_026,fahrenheit,qwen,qwen2.5:14b,0.42465,1.0,0.217309,0.0,0.4037,1.0,0.388,2.173913,0.02095,0.0,-0.170691,-2.173913
fahrenheit_027,fahrenheit,qwen,qwen2.5:14b,0.4572,1.0,0.320042,3.067485,0.4822,1.0,0.550675,5.30303,-0.025,0.0,-0.230633,-2.235545
fahrenheit_028,fahrenheit,qwen,qwen2.5:14b,0.0258,1.0,0.343667,2.068966,0.33525,1.0,0.4356,3.296703,-0.30945,0.0,-0.091933,-1.227737
fahrenheit_029,fahrenheit,qwen,qwen2.5:14b,0.17,1.0,0.34,0.990099,0.21075,1.0,0.4147,2.040816,-0.04075,0.0,-0.0747,-1.050717
fahrenheit_030,fahrenheit,qwen,qwen2.5:14b,0.4403,1.0,0.397075,0.606061,0.46005,1.0,0.391,1.948052,-0.01975,0.0,0.006075,-1.341991
fahrenheit_031,fahrenheit,qwen,qwen2.5:14b,0.42595,1.0,0.124433,1.212121,0.4769,1.0,0.625633,2.912621,-0.05095,0.0,-0.5012,-1.7005
fahrenheit_032,fahrenheit,qwen,qwen2.5:14b,0.33225,1.0,0.254382,0.0,0.0129,1.0,0.766233,1.869159,0.31935,0.0,-0.511851,-1.869159
fahrenheit_033,fahrenheit,qwen,qwen2.5:14b,0.366,1.0,0.33338,0.0,0.1591,1.0,0.205667,0.8,0.2069,0.0,0.127713,-0.8
fahrenheit_034,fahrenheit,qwen,qwen2.5:14b,0.27885,1.0,0.104221,2.197802,0.476,1.0,0.564925,2.325581,-0.19715,0.0,-0.460704,-0.127779
fahrenheit_035,fahrenheit,qwen,qwen2.5:14b,0.3454,1.0,0.29238,0.719424,0.3903,1.0,0.380667,1.041667,-0.0449,0.0,-0.088287,-0.322243
fahrenheit_036,fahrenheit,qwen,qwen2.5:14b,0.49045,1.0,0.326982,1.604278,0.49115,1.0,0.6062,2.112676,-0.0007,0.0,-0.279218,-0.508398
fahrenheit_037,fahrenheit,qwen,qwen2.5:14b,0.44545,1.0,0.46131,0.0,0.09505,1.0,0.212475,2.238806,0.3504,0.0,0.248835,-2.238806
fahrenheit_038,fahrenheit,qwen,qwen2.5:14b,0.40475,1.0,0.115533,0.0,0.47015,1.0,0.461125,1.470588,-0.0654,0.0,-0.345592,-1.470588
fahrenheit_039,fahrenheit,qwen,qwen2.5:14b,0.4245,1.0,0.203682,0.578035,0.3243,1.0,0.2329,1.834862,0.1002,0.0,-0.029218,-1.256827
fahrenheit_040,fahrenheit,qwen,qwen2.5:14b,0.47775,1.0,0.184289,2.339181,0.3404,1.0,0.6276,0.75188,0.13735,0.0,-0.443311,1.587301
fahrenheit_041,fahrenheit,qwen,qwen2.5:14b,0.4231,1.0,0.193054,0.0,0.3548,1.0,0.547733,3.658537,0.0683,0.0,-0.354679,-3.658537
fahrenheit_042,fahrenheit,qwen,qwen2.5:14b,0.42075,1.0,0.169378,0.0,0.10645,1.0,0.102133,2.040816,0.3143,0.0,0.067245,-2.040816
fahrenheit_043,fahrenheit,qwen,qwen2.5:14b,0.15355,1.0,0.123146,0.0,0.2553,1.0,0.320567,2.040816,-0.10175,0.0,-0.197421,-2.040816
fahrenheit_044,fahrenheit,qwen,qwen2.5:14b,0.47235,1.0,0.200978,2.068966,0.4531,1.0,0.619675,4.615385,0.01925,0.0,-0.418697,-2.546419
fahrenheit_045,fahrenheit,qwen,qwen2.5:14b,0.48445,1.0,0.160853,0.502513,0.443,1.0,0.39165,2.439024,0.04145,0.0,-0.230797,-1.936511
fahrenheit_046,fahrenheit,qwen,qwen2.5:14b,0.48995,1.0,0.292353,1.570681,0.37895,1.0,0.360525,3.703704,0.111,0.0,-0.068172,-2.133023
fahrenheit_047,fahrenheit,qwen,qwen2.5:14b,0.4791,1.0,0.34409,0.0,0.47465,1.0,0.595233,5.607477,0.00445,0.0,-0.251143,-5.607477
fahrenheit_048,fahrenheit,qwen,qwen2.5:14b,0.4268,1.0,0.188,2.564103,0.0,1.0,0.2057,5.30303,0.4268,0.0,-0.0177,-2.738927
fahrenheit_049,fahrenheit,qwen,qwen2.5:14b,0.357,1.0,0.6983,0.0,0.4455,1.0,0.4746,2.173913,-0.0885,0.0,0.2237,-2.173913
iron_heel_000,iron_heel,qwen,qwen2.5:14b,0.4868,1.0,0.689367,1.30719,0.4843,1.0,0.504925,1.769912,0.0025,0.0,0.184442,-0.462722
iron_heel_001,iron_heel,qwen,qwen2.5:14b,0.4736,1.0,0.321633,1.123596,0.46855,1.0,0.6612,3.921569,0.00505,0.0,-0.339567,-2.797973
iron_heel_002,iron_heel,qwen,qwen2.5:14b,0.49545,1.0,0.568556,0.561798,0.1806,1.0,0.5023,2.5,0.31485,0.0,0.066256,-1.938202
iron_heel_003,iron_heel,qwen,qwen2.5:14b,0.41025,1.0,0.278087,1.219512,0.3062,1.0,0.448925,0.970874,0.10405,0.0,-0.170838,0.248638
iron_heel_004,iron_heel,qwen,qwen2.5:14b,0.41125,1.0,0.25444,0.0,0.25845,1.0,0.48415,2.173913,0.1528,0.0,-0.22971,-2.173913
iron_heel_005,iron_heel,qwen,qwen2.5:14b,0.4721,1.0,0.441067,2.380952,0.3753,1.0,0.350967,4.255319,0.0968,0.0,0.0901,-1.874367
iron_heel_006,iron_heel,qwen,qwen2.5:14b,0.03895,1.0,0.659917,0.574713,0.4841,1.0,0.548425,1.980198,-0.44515,0.0,0.111492,-1.405485
iron_heel_007,iron_heel,qwen,qwen2.5:14b,0.38585,1.0,0.260915,2.312139,0.47255,1.0,0.692467,1.010101,-0.0867,0.0,-0.431552,1.302038
iron_heel_008,iron_heel,qwen,qwen2.5:14b,0.47745,1.0,0.380267,0.0,0.41275,1.0,0.521,0.0,0.0647,0.0,-0.140733,0.0
iron_heel_009,iron_heel,qwen,qwen2.5:14b,0.3715,1.0,0.121845,3.314917,0.29295,1.0,0.17255,4.424779,0.07855,0.0,-0.050705,-1.109862
iron_heel_010,iron_heel,qwen,qwen2.5:14b,0.46745,1.0,0.327486,0.657895,0.33755,1.0,0.353575,0.793651,0.1299,0.0,-0.026089,-0.135756
iron_heel_011,iron_heel,qwen,qwen2.5:14b,0.37595,1.0,0.28287,0.598802,0.4012,1.0,0.3038,2.479339,-0.02525,0.0,-0.02093,-1.880537
iron_heel_012,iron_heel,qwen,qwen2.5:14b,0.2657,1.0,0.2228,0.531915,0.43125,1.0,0.493033,1.923077,-0.16555,0.0,-0.270233,-1.391162
iron_heel_013,iron_heel,qwen,qwen2.5:14b,0.3102,1.0,0.27632,2.030457,0.4577,1.0,0.5753,3.296703,-0.1475,0.0,-0.29898,-1.266246
iron_heel_014,iron_heel,qwen,qwen2.5:14b,0.48525,1.0,0.354433,1.675978,0.1806,1.0,0.4028,0.0,0.30465,0.0,-0.048367,1.675978
iron_heel_015,iron_heel,qwen,qwen2.5:14b,0.25,1.0,0.239025,0.0,0.3787,1.0,0.46355,5.405405,-0.1287,0.0,-0.224525,-5.405405
iron_heel_016,iron_heel,qwen,qwen2.5:14b,0.4464,1.0,0.503233,1.020408,0.47655,1.0,0.663,2.4,-0.03015,0.0,-0.159767,-1.379592
iron_heel_017,iron_heel,qwen,qwen2.5:14b,0.49235,1.0,0.654443,0.0,0.47785,1.0,0.8311,0.909091,0.0145,0.0,-0.176657,-0.909091
iron_heel_018,iron_heel,qwen,qwen2.5:14b,0.24535,1.0,0.23474,2.173913,0.4109,1.0,0.391233,3.773585,-0.16555,0.0,-0.156493,-1.599672
iron_heel_019,iron_heel,qwen,qwen2.5:14b,0.47795,1.0,0.312123,1.06383,0.4847,1.0,0.684667,1.785714,-0.00675,0.0,-0.372544,-0.721884
iron_heel_020,iron_heel,qwen,qwen2.5:14b,0.4871,1.0,0.443936,2.105263,0.4511,1.0,0.471833,1.834862,0.036,0.0,-0.027897,0.270401
iron_heel_021,iron_heel,qwen,qwen2.5:14b,0.2467,1.0,0.318017,0.512821,0.31845,1.0,0.45496,1.169591,-0.07175,0.0,-0.136943,-0.65677
iron_heel_022,iron_heel,qwen,qwen2.5:14b,0.11315,1.0,0.3478,0.537634,0.4866,1.0,0.657825,0.854701,-0.37345,0.0,-0.310025,-0.317067
iron_heel_023,iron_heel,qwen,qwen2.5:14b,0.48295,1.0,0.412714,1.470588,0.3222,1.0,0.297275,0.826446,0.16075,0.0,0.115439,0.644142
iron_heel_024,iron_heel,qwen,qwen2.5:14b,0.05185,1.0,0.340818,1.485149,0.47695,1.0,0.676633,4.379562,-0.4251,0.0,-0.335815,-2.894413
iron_heel_025,iron_heel,qwen,qwen2.5:14b,0.36345,1.0,0.306314,0.689655,0.20765,1.0,0.3294,1.904762,0.1558,0.0,-0.023086,-1.215107
iron_heel_026,iron_heel,qwen,qwen2.5:14b,0.425,1.0,0.1671,0.609756,0.05215,1.0,0.291625,3.731343,0.37285,0.0,-0.124525,-3.121587
iron_heel_027,iron_heel,qwen,qwen2.5:14b,0.48705,1.0,0.481629,2.873563,0.44435,1.0,0.42445,6.19469,0.0427,0.0,0.057179,-3.321127
iron_heel_028,iron_heel,qwen,qwen2.5:14b,0.46155,1.0,0.426062,2.325581,0.4329,1.0,0.627633,0.943396,0.02865,0.0,-0.201571,1.382185
iron_heel_029,iron_heel,qwen,qwen2.5:14b,0.0386,1.0,0.116677,0.505051,0.3339,1.0,0.49755,3.333333,-0.2953,0.0,-0.380873,-2.828282
iron_heel_030,iron_heel,qwen,qwen2.5:14b,0.4279,1.0,0.342983,0.5,0.4683,1.0,0.56055,1.769912,-0.0404,0.0,-0.217567,-1.269912
iron_heel_031,iron_heel,qwen,qwen2.5:14b,0.2264,1.0,0.268557,1.796407,0.4201,1.0,0.30902,1.408451,-0.1937,0.0,-0.040463,0.387956
iron_heel_032,iron_heel,qwen,qwen2.5:14b,0.48485,1.0,0.352378,0.0,0.49365,1.0,0.8223,1.680672,-0.0088,0.0,-0.469922,-1.680672
iron_heel_033,iron_heel,qwen,qwen2.5:14b,0.4862,1.0,0.318867,0.502513,0.1591,1.0,0.48455,1.834862,0.3271,0.0,-0.165683,-1.332349
iron_heel_034,iron_heel,qwen,qwen2.5:14b,0.125,1.0,0.46755,0.75188,0.28595,1.0,0.53815,2.238806,-0.16095,0.0,-0.0706,-1.486926
iron_heel_035,iron_heel,qwen,qwen2.5:14b,0.2193,1.0,0.191453,1.111111,0.1909,1.0,0.6063,1.526718,0.0284,0.0,-0.414847,-0.415607
iron_heel_036,iron_heel,qwen,qwen2.5:14b,0.1591,1.0,0.26747,1.129944,0.14555,1.0,0.323,0.980392,0.01355,0.0,-0.05553,0.149552
iron_heel_037,iron_heel,qwen,qwen2.5:14b,0.29975,1.0,0.26493,2.259887,0.3454,1.0,0.263433,1.904762,-0.04565,0.0,0.001497,0.355125
iron_heel_038,iron_heel,qwen,qwen2.5:14b,0.49105,1.0,0.302389,2.824859,0.19955,1.0,0.2735,1.666667,0.2915,0.0,0.028889,1.158192
iron_heel_039,iron_heel,qwen,qwen2.5:14b,0.4822,1.0,0.283022,0.0,0.148,0.0,0.098667,3.030303,0.3342,1.0,0.184355,-3.030303
iron_heel_040,iron_heel,qwen,qwen2.5:14b,0.07155,1.0,0.1533,0.515464,0.487,1.0,0.62135,0.892857,-0.41545,0.0,-0.46805,-0.377393
iron_heel_041,iron_heel,qwen,qwen2.5:14b,0.4074,1.0,0.42706,1.818182,0.46155,1.0,0.620367,0.0,-0.05415,0.0,-0.193307,1.818182
iron_heel_042,iron_heel,qwen,qwen2.5:14b,0.3953,1.0,0.3295,0.0,0.4,1.0,0.2894,0.826446,-0.0047,0.0,0.0401,-0.826446
iron_heel_043,iron_heel,qwen,qwen2.5:14b,0.43205,1.0,0.2922,0.0,0.37715,1.0,0.456175,1.840491,0.0549,0.0,-0.163975,-1.840491
iron_heel_044,iron_heel,qwen,qwen2.5:14b,0.3982,1.0,0.24952,1.020408,0.3429,1.0,0.262175,2.362205,0.0553,0.0,-0.012655,-1.341797
iron_heel_045,iron_heel,qwen,qwen2.5:14b,0.4745,1.0,0.20103,0.0,0.42775,1.0,0.456833,2.197802,0.04675,0.0,-0.255803,-2.197802
iron_heel_046,iron_heel,qwen,qwen2.5:14b,0.463,1.0,0.243444,2.97619,0.10115,1.0,0.376767,1.075269,0.36185,0.0,-0.133323,1.900921
iron_heel_047,iron_heel,qwen,qwen2.5:14b,0.4214,1.0,0.31015,3.703704,0.4467,1.0,0.6038,0.862069,-0.0253,0.0,-0.29365,2.841635
iron_heel_048,iron_heel,qwen,qwen2.5:14b,0.44285,1.0,0.2657,0.0,0.06505,1.0,0.4535,0.980392,0.3778,0.0,-0.1878,-0.980392
iron_heel_049,iron_heel,qwen,qwen2.5:14b,0.4252,1.0,0.44739,0.0,0.47825,1.0,0.489125,3.508772,-0.05305,0.0,-0.041735,-3.508772
time_machine_000,time_machine,qwen,qwen2.5:14b,0.4157,1.0,0.31992,0.540541,0.48165,1.0,0.678933,1.960784,-0.06595,0.0,-0.359013,-1.420243
time_machine_001,time_machine,qwen,qwen2.5:14b,0.42765,1.0,0.294686,0.526316,0.47495,1.0,0.578025,1.923077,-0.0473,0.0,-0.283339,-1.396761
time_machine_002,time_machine,qwen,qwen2.5:14b,0.33285,1.0,0.185146,0.0,0.45405,1.0,0.49505,1.449275,-0.1212,0.0,-0.309904,-1.449275
time_machine_003,time_machine,qwen,qwen2.5:14b,0.15225,1.0,0.239012,0.555556,0.2997,1.0,0.665625,3.252033,-0.14745,0.0,-0.426613,-2.696477
time_machine_004,time_machine,qwen,qwen2.5:14b,0.44415,1.0,0.383514,1.530612,0.4637,1.0,0.482375,2.362205,-0.01955,0.0,-0.098861,-0.831593
time_machine_005,time_machine,qwen,qwen2.5:14b,0.4814,1.0,0.177757,0.515464,0.4221,1.0,0.516375,4.0,0.0593,0.0,-0.338618,-3.484536
time_machine_006,time_machine,qwen,qwen2.5:14b,0.41665,1.0,0.203845,1.081081,0.48155,1.0,0.59345,1.941748,-0.0649,0.0,-0.389605,-0.860667
time_machine_007,time_machine,qwen,qwen2.5:14b,0.2117,1.0,0.077911,1.257862,0.4845,1.0,0.6196,1.526718,-0.2728,0.0,-0.541689,-0.268856
time_machine_008,time_machine,qwen,qwen2.5:14b,0.45895,1.0,0.316231,0.0,0.0129,1.0,0.277775,0.819672,0.44605,0.0,0.038456,-0.819672
time_machine_009,time_machine,qwen,qwen2.5:14b,0.2787,1.0,0.148518,1.734104,0.4839,1.0,0.7259,2.173913,-0.2052,0.0,-0.577382,-0.439809
time_machine_010,time_machine,qwen,qwen2.5:14b,0.1161,1.0,0.422333,0.520833,0.43895,1.0,0.64875,3.225806,-0.32285,0.0,-0.226417,-2.704973
time_machine_011,time_machine,qwen,qwen2.5:14b,0.20195,1.0,0.101946,0.485437,0.4037,1.0,0.2804,0.840336,-0.20175,0.0,-0.178454,-0.354899
time_machine_012,time_machine,qwen,qwen2.5:14b,0.3089,1.0,0.201644,1.183432,0.27175,1.0,0.27025,2.325581,0.03715,0.0,-0.068606,-1.142149
time_machine_013,time_machine,qwen,qwen2.5:14b,0.27495,1.0,0.230436,0.0,0.46965,1.0,0.5975,0.806452,-0.1947,0.0,-0.367064,-0.806452
time_machine_014,time_machine,qwen,qwen2.5:14b,0.4015,1.0,0.177912,0.0,0.3548,1.0,0.267233,3.508772,0.0467,0.0,-0.089321,-3.508772
time_machine_015,time_machine,qwen,qwen2.5:14b,0.49675,1.0,0.513733,1.734104,0.4858,1.0,0.648775,3.125,0.01095,0.0,-0.135042,-1.390896
time_machine_016,time_machine,qwen,qwen2.5:14b,0.1508,1.0,0.277864,1.578947,0.2787,1.0,0.46894,2.758621,-0.1279,0.0,-0.191076,-1.179674
time_machine_017,time_machine,qwen,qwen2.5:14b,0.2188,1.0,0.318975,1.086957,0.4907,1.0,0.774625,2.5,-0.2719,0.0,-0.45565,-1.413043
time_machine_018,time_machine,qwen,qwen2.5:14b,0.0871,1.0,0.078992,0.555556,0.28595,1.0,0.275825,1.851852,-0.19885,0.0,-0.196833,-1.296296
time_machine_019,time_machine,qwen,qwen2.5:14b,0.41495,1.0,0.343293,0.546448,0.4913,1.0,0.77145,1.980198,-0.07635,0.0,-0.428157,-1.43375
time_machine_020,time_machine,qwen,qwen2.5:14b,0.38075,1.0,0.20965,2.684564,0.05135,1.0,0.4767,3.252033,0.3294,0.0,-0.26705,-0.567469
time_machine_021,time_machine,qwen,qwen2.5:14b,0.4696,1.0,0.18332,1.04712,0.3243,1.0,0.4955,1.587302,0.1453,0.0,-0.31218,-0.540182
time_machine_022,time_machine,qwen,qwen2.5:14b,0.466,1.0,0.119008,1.020408,0.08895,1.0,0.568967,0.934579,0.37705,0.0,-0.449959,0.085829
time_machine_023,time_machine,qwen,qwen2.5:14b,0.48315,1.0,0.338471,1.030928,0.47795,1.0,0.708767,2.654867,0.0052,0.0,-0.370296,-1.623939
time_machine_024,time_machine,qwen,qwen2.5:14b,0.4835,1.0,0.184685,0.0,0.401,1.0,0.4738,4.424779,0.0825,0.0,-0.289115,-4.424779
time_machine_025,time_machine,qwen,qwen2.5:14b,0.3753,1.0,0.219225,1.257862,0.3243,1.0,0.30295,3.539823,0.051,0.0,-0.083725,-2.281961
time_machine_026,time_machine,qwen,qwen2.5:14b,0.48945,1.0,0.271308,0.438596,0.0129,1.0,0.23094,2.307692,0.47655,0.0,0.040368,-1.869096
time_machine_027,time_machine,qwen,qwen2.5:14b,0.47945,1.0,0.217636,1.5625,0.4845,1.0,0.782567,1.111111,-0.00505,0.0,-0.564931,0.451389
time_machine_028,time_machine,qwen,qwen2.5:14b,0.4531,1.0,0.314129,1.273885,0.36345,1.0,0.5483,3.883495,0.08965,0.0,-0.234171,-2.60961
time_machine_029,time_machine,qwen,qwen2.5:14b,0.23105,1.0,0.150458,0.574713,0.413,1.0,0.3452,0.826446,-0.18195,0.0,-0.194742,-0.251733
time_machine_030,time_machine,qwen,qwen2.5:14b,0.43465,1.0,0.283653,0.510204,0.4811,1.0,0.5919,2.912621,-0.04645,0.0,-0.308247,-2.402417
time_machine_031,time_machine,qwen,qwen2.5:14b,0.3548,1.0,0.1418,0.584795,0.401,1.0,0.473867,0.0,-0.0462,0.0,-0.332067,0.584795
time_machine_032,time_machine,qwen,qwen2.5:14b,0.22485,1.0,0.242625,0.671141,0.4781,1.0,0.7492,3.007519,-0.25325,0.0,-0.506575,-2.336378
time_machine_033,time_machine,qwen,qwen2.5:14b,0.35995,1.0,0.172656,0.888889,0.20095,1.0,0.4722,2.836879,0.159,0.0,-0.299544,-1.94799
time_machine_034,time_machine,qwen,qwen2.5:14b,0.492,1.0,0.36172,1.724138,0.2202,1.0,0.449325,2.459016,0.2718,0.0,-0.087605,-0.734878
time_machine_035,time_machine,qwen,qwen2.5:14b,0.4155,1.0,0.423237,0.0,0.44425,1.0,0.444275,4.255319,-0.02875,0.0,-0.021038,-4.255319
time_machine_036,time_machine,qwen,qwen2.5:14b,0.48675,1.0,0.3684,0.0,0.38915,1.0,0.5704,0.862069,0.0976,0.0,-0.202,-0.862069
time_machine_037,time_machine,qwen,qwen2.5:14b,0.26705,1.0,0.299381,0.966184,0.4918,1.0,0.79525,2.380952,-0.22475,0.0,-0.495869,-1.414768
time_machine_038,time_machine,qwen,qwen2.5:14b,0.475,1.0,0.283144,2.01005,0.26335,1.0,0.373775,5.555556,0.21165,0.0,-0.090631,-3.545506
time_machine_039,time_machine,qwen,qwen2.5:14b,0.44665,1.0,0.37665,1.657459,0.4455,1.0,0.512067,4.132231,0.00115,0.0,-0.135417,-2.474772
